EventNumber DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
8990 b 0 4.18 4.85 -1.256 0.726 6.56502 5.00999 b 0 4.18 0.15 -61.544 71.874 94.7155 61.5442
8991 b 0 4.18 0.378 41.595 -1.092 41.8205 41.5967 b 0 4.18 37.422 46.905 -1.008 60.1579 60.004
8992 b 0 4.18 14.744 -1.782 -0 15.4283 14.8513 b 0 4.18 0.456 -57.618 -23.6 62.4057 57.6198
8993 W+ 1 80.4 -10.142 -6.09 -42.864 91.8773 11.83 W- 1 80.4 -82.058 -8.41 -48.336 124.919 82.4878
8994 b 0 4.18 14.916 32.936 7.73 37.2088 36.1562 b 0 4.18 18.984 38.664 69.57 81.9314 43.0732
8995 b 0 4.18 34.694 -1.24 -9.45 36.2214 34.7162 b 0 4.18 56.606 -14.26 -8.05 59.0751 58.3745
8996 b 0 4.18 -1.125 5.695 10.296 12.5371 5.80505 b 0 4.18 -36.375 1.005 75.504 83.9195 36.3889
8997 b 0 4.18 -0.13 -10.336 53.058 54.2169 10.3368 b 0 4.18 -1.17 -54.264 18.642 57.5408 54.2766
8998 b 0 4.18 17.5 -0 0 17.9923 17.5 b 0 4.18 0 -71.2 82.1 108.753 71.2
8999 b 0 4.18 -47.499 -10.57 -0.135 48.8403 48.6609 b 0 4.18 -19.401 -64.93 -0.765 67.8996 67.7665
9000 b 0 4.18 -0.805 -16.992 -2.661 17.7181 17.0111 b 0 4.18 -79.695 -0.708 -86.039 117.354 79.6981
9001 W+ 1 80.4 2.624 21.114 2.754 83.2132 21.2764 W- 1 80.4 5.576 40.986 5.346 90.5742 41.3636
9002 W+ 1 80.4 21.06 -5.46 9.422 83.8228 21.7563 W- 1 80.4 14.04 -15.54 57.878 101.255 20.9431
9003 b 0 4.18 -33.718 34.608 -0.576 48.5018 48.3179 b 0 4.18 -39.582 47.792 -4.224 62.3388 62.0549
9004 b 0 4.18 -64.233 -2.016 8.256 64.9275 64.2646 b 0 4.18 -15.067 -65.184 43.344 79.8257 66.9027
9005 b 0 4.18 7.96 6.6 3.472 11.6811 10.3403 b 0 4.18 31.84 20.9 2.728 38.4124 38.0867
9006 W+ 1 80.4 50.284 -33.263 0.396 100.495 60.2902 W- 1 80.4 46.416 -56.637 3.204 108.796 73.227
9007 W+ 1 80.4 -59.475 33.39 -0 105.434 68.2068 W- 1 80.4 -32.025 62.01 -99 145.382 69.7914
9008 W+ 1 80.4 81.604 -0.064 0.18 114.557 81.604 W- 1 80.4 7.096 -1.536 4.32 80.8427 7.26034
9009 b 0 4.18 -0.538 -28.6 17.437 33.7605 28.6051 b 0 4.18 -53.262 -26.4 19.663 62.7527 59.4458
9010 Z 1 91.2 -10.948 44.25 -15.39 103.113 45.5842 Z 1 91.2 -67.252 30.75 -41.61 124.568 73.9486
9011 b 0 4.18 -53.217 8.388 5.51 54.3161 53.874 b 0 4.18 -12.483 84.812 49.59 99.1239 85.7257
9012 b 0 4.18 -32.4 1.254 -8.624 33.8109 32.4243 b 0 4.18 -7.6 40.546 -45.276 61.3932 41.2521
9013 b 0 4.18 9.972 10.752 59.866 61.7775 14.6645 b 0 4.18 73.128 66.048 21.034 100.846 98.5396
9014 b 0 4.18 49.626 19.35 -10.437 54.4386 53.265 b 0 4.18 42.274 58.05 -39.263 81.9509 71.8115
9015 tau+ 0 1.77 -10.504 28.159 -7.486 31.0232 30.0543 tau- 0 1.77 -9.696 68.941 -31.914 76.6062 69.6195
9016 b 0 4.18 -25.68 5.682 -11.872 29.1576 26.3011 b 0 4.18 -6.42 89.018 -72.928 115.332 89.2492
9017 b 0 4.18 8.01 -4.326 1.02 10.0691 9.10354 b 0 4.18 0.89 -67.774 24.48 72.1862 67.7798
9018 b 0 4.18 -13.377 0.288 -4.559 14.7406 13.3801 b 0 4.18 -13.923 6.912 -5.141 16.8976 15.5443
9019 W+ 1 80.4 -6.56 -58.5 -5.931 99.823 58.8667 W- 1 80.4 -34.44 -19.5 -59.969 107.828 39.5773
9020 b 0 4.18 90.155 0.013 -2.332 90.282 90.155 b 0 4.18 4.745 1.287 -55.968 56.3388 4.91644
9021 Z 1 91.2 1.152 48.125 -9.534 103.565 48.1388 Z 1 91.2 11.648 14.375 -58.566 109.953 18.5018
9022 b 0 4.18 11.7 0 -0 12.4243 11.7 b 0 4.18 0 64.9 -72.3 97.2459 64.9
9023 b 0 4.18 33.152 8.128 18.52 39.0587 34.1338 b 0 4.18 18.648 42.672 74.08 87.6012 46.5687
9024 W+ 1 80.4 -7.848 7.92 3.028 81.2259 11.1498 W- 1 80.4 -3.052 25.08 72.672 111.282 25.265
9025 W+ 1 80.4 58.986 -7.947 2.016 100.054 59.5189 W- 1 80.4 8.814 -80.353 48.384 123.853 80.835
9026 tau+ 0 1.77 50.402 -1.581 0.752 50.4634 50.4268 tau- 0 1.77 13.398 -7.719 18.048 23.8318 15.4625
9027 b 0 4.18 5.761 2.308 83.482 83.8167 6.20612 b 0 4.18 76.539 55.392 10.318 95.1337 94.4801
9028 Z 1 91.2 1.564 -6.461 20.475 93.7062 6.6476 Z 1 91.2 0.736 -85.839 61.425 139.497 85.8422
9029 tau+ 0 1.77 -39.294 19.11 4.565 43.968 43.6945 tau- 0 1.77 -13.806 71.89 86.735 113.512 73.2037
9030 Z 1 91.2 75.072 0.051 -2.838 118.158 75.072 Z 1 91.2 3.128 5.049 -91.762 129.511 5.93942
9031 b 0 4.18 0.699 -47.58 -37.647 60.8203 47.5851 b 0 4.18 69.201 -43.92 -42.453 92.3985 81.9619
9032 b 0 4.18 -46.06 14.148 16.968 51.255 48.1839 b 0 4.18 -47.94 38.252 53.732 81.6459 61.3307
9033 b 0 4.18 -25.35 -6.908 13.86 29.9986 26.2744 b 0 4.18 -8.45 -55.892 85.14 102.282 56.5271
9034 b 0 4.18 9.545 -4.285 -5.76 12.6538 10.4627 b 0 4.18 31.955 -81.415 -2.24 87.59 87.4616
9035 b 0 4.18 27.148 -20.336 10.455 35.74 33.92 b 0 4.18 34.552 -29.264 59.245 74.6838 45.2794
9036 W+ 1 80.4 -31.898 12.63 -2.313 87.4443 34.3074 W- 1 80.4 -7.002 71.57 -74.787 131.258 71.9117
9037 W+ 1 80.4 -5.546 0.142 4.03 80.6919 5.54782 W- 1 80.4 -0.354 14.058 76.57 111.915 14.0625
9038 tau+ 0 1.77 -7.743 -7.605 1.052 11.0467 10.8531 tau- 0 1.77 -0.957 -76.895 51.548 92.5964 76.901
9039 b 0 4.18 -32.47 -6.567 -3.808 33.6065 33.1274 b 0 4.18 -5.73 -53.133 -91.392 105.952 53.4411
9040 tau+ 0 1.77 -20.4 49.771 2.508 53.877 53.7895 tau- 0 1.77 -61.2 20.329 60.192 88.2322 64.488
9041 b 0 4.18 -31.722 -5.32 39.524 51.1293 32.165 b 0 4.18 -30.478 -61.18 56.876 89.0183 68.3513
9042 W+ 1 80.4 10.648 7.007 -3.227 81.4681 12.7467 W- 1 80.4 13.552 7.293 -42.873 92.4072 15.3898
9043 W+ 1 80.4 -29.436 1.938 -0 85.6411 29.4997 W- 1 80.4 -15.164 3.762 -81.3 115.403 15.6237
9044 W+ 1 80.4 72.89 3.962 11.172 109.168 72.9976 W- 1 80.4 25.61 24.338 81.928 120.102 35.33
9045 b 0 4.18 15.132 0.71 -1.864 15.8249 15.1486 b 0 4.18 0.468 70.29 -91.336 115.328 70.2916
9046 b 0 4.18 -8.265 -3.26 -1.563 9.94249 8.8847 b 0 4.18 -1.235 -29.34 -50.537 58.5988 29.366
9047 b 0 4.18 -56.518 2.052 11.55 57.8737 56.5552 b 0 4.18 -16.882 20.748 70.95 75.9398 26.7485
9048 b 0 4.18 -10.53 -4.056 0.286 12.0369 11.2842 b 0 4.18 -5.67 -12.844 2.314 14.8305 14.0398
9049 W+ 1 80.4 -3.42 31.252 8.136 86.7107 31.4386 W- 1 80.4 -6.08 28.848 59.664 104.37 29.4817
9050 b 0 4.18 14.985 4.862 10.335 19.2996 15.754 b 0 4.18 40.515 9.438 16.165 44.8254 41.5998
9051 b 0 4.18 3.835 11.895 -12.36 18.0677 12.4979 b 0 4.18 72.865 6.405 -28.84 78.7372 73.146
9052 W+ 1 80.4 8.149 -16.5 16.863 84.1854 18.4026 W- 1 80.4 19.951 -16.5 63.437 105.635 25.89
9053 b 0 4.18 3.75 0.551 5.502 7.88102 3.79026 b 0 4.18 3.75 1.349 20.698 21.4886 3.98526
9054 b 0 4.18 -22.176 2.616 -27.04 35.3165 22.3298 b 0 4.18 -28.224 62.784 -24.96 73.341 68.8362
9055 b 0 4.18 19.71 -13.75 10.98 26.7503 24.0322 b 0 4.18 53.29 -11.25 50.02 74.0666 54.4645
9056 b 0 4.18 -4.095 -14.196 1.917 15.4739 14.7748 b 0 4.18 -5.005 -36.504 5.183 37.4423 36.8455
9057 b 0 4.18 -78.965 -1.1 -5.533 79.2765 78.9727 b 0 4.18 -13.935 -26.4 -44.767 53.9694 29.852
9058 b 0 4.18 -9.716 8.029 38.335 40.5698 12.6042 b 0 4.18 -59.684 17.871 31.365 69.877 62.3021
9059 Z 1 91.2 -22.673 -22.389 -4.384 96.7057 31.8643 Z 1 91.2 -32.627 -21.511 -50.416 111.294 39.08
9060 b 0 4.18 13.428 10.03 -13.846 22.1381 16.7604 b 0 4.18 61.172 6.97 -46.354 77.18 61.5678
9061 b 0 4.18 14.304 20.022 28.101 37.5849 24.6066 b 0 4.18 45.296 22.578 68.799 85.5118 50.6112
9062 b 0 4.18 -11.132 -0.24 -15.27 19.3552 11.1346 b 0 4.18 -39.468 -0.26 -35.63 53.3363 39.4689
9063 W+ 1 80.4 -94.963 1.581 0 124.437 94.9762 W- 1 80.4 -2.937 51.119 93.5 133.522 51.2033
9064 b 0 4.18 -13.068 4.475 -5.916 15.5971 13.813 b 0 4.18 -35.332 85.025 -2.784 92.2108 92.0739
9065 W+ 1 80.4 -31.104 0.816 14 87.3401 31.1147 W- 1 80.4 -7.296 26.384 73.5 112.32 27.3742
9066 b 0 4.18 -48.96 -1.696 -0 49.1674 48.9894 b 0 4.18 -2.04 -40.704 -47.7 62.8788 40.7551
9067 b 0 4.18 -28.638 -22.36 -4.738 36.8785 36.3332 b 0 4.18 -48.762 -33.54 -15.862 61.4145 59.1833
9068 b 0 4.18 11.397 -31.996 17.919 38.629 33.9652 b 0 4.18 27.903 -52.204 36.381 69.6052 59.1932
9069 Z 1 91.2 -64.856 2.134 2.618 111.96 64.8911 Z 1 91.2 -31.944 7.566 21.182 99.2158 32.8278
9070 tau+ 0 1.77 -49.85 0.646 -29.884 58.1517 49.8542 tau- 0 1.77 -49.85 2.754 -66.516 83.1872 49.926
9071 b 0 4.18 17.004 -0.436 -30.976 35.5853 17.0096 b 0 4.18 15.696 -10.464 -39.424 43.9043 18.8642
9072 b 0 4.18 31.2 30.657 -6.004 44.3488 43.7412 b 0 4.18 33.8 62.243 -25.596 75.4272 70.8282
9073 b 0 4.18 -4.725 -37.696 4.29 38.4602 37.991 b 0 4.18 -14.175 -23.104 28.71 39.7047 27.1058
9074 b 0 4.18 40.426 -5.184 0.12 40.971 40.757 b 0 4.18 29.274 -14.016 0.68 32.7315 32.4564
9075 W+ 1 80.4 30.756 -4.136 -18.36 88.1152 31.0329 W- 1 80.4 39.144 -14.664 -35.64 97.3738 41.8005
9076 W+ 1 80.4 33.67 -6.95 0.753 87.4454 34.3798 W- 1 80.4 11.83 -20.85 74.547 112.232 23.9723
9077 b 0 4.18 -13.08 -51.282 5.404 53.363 52.9238 b 0 4.18 -52.32 -26.418 33.196 67.4888 58.6114
9078 b 0 4.18 -30.286 9.972 6.45 32.7987 31.8855 b 0 4.18 -49.414 73.128 6.45 88.5919 88.2578
9079 b 0 4.18 56.516 -4.59 -6.601 57.2379 56.7021 b 0 4.18 23.084 -71.91 -22.099 78.802 75.5243
9080 b 0 4.18 -7.7 13.098 30.473 34.3063 15.1937 b 0 4.18 -69.3 9.102 67.827 97.4849 69.8952
9081 b 0 4.18 18.984 2.223 -32.88 38.261 19.1137 b 0 4.18 71.416 9.477 -21.92 75.4189 72.0421
9082 b 0 4.18 0.228 64.33 16.828 66.6262 64.3304 b 0 4.18 11.172 27.57 43.272 52.6769 29.7476
9083 b 0 4.18 21.567 1.512 -1.176 22.0517 21.6199 b 0 4.18 2.133 48.888 -18.424 52.4548 48.9345
9084 b 0 4.18 -69.984 2.152 0 70.1417 70.0171 b 0 4.18 -2.916 51.648 92.8 106.327 51.7303
9085 b 0 4.18 -34.086 -2.325 -0 34.42 34.1652 b 0 4.18 -15.314 -5.175 -32.7 36.716 16.1648
9086 W+ 1 80.4 -35.607 3.492 1.287 88.0106 35.7778 W- 1 80.4 -7.293 83.808 8.613 116.685 84.1247
9087 b 0 4.18 -0.598 4.872 -34.765 35.3578 4.90856 b 0 4.18 -59.202 29.928 -6.135 66.7508 66.3367
9088 b 0 4.18 2.624 18.936 50.932 54.5619 19.1169 b 0 4.18 30.176 59.964 23.968 71.4017 67.1288
9089 W+ 1 80.4 -12.33 -9.99 1.16 81.9594 15.8691 W- 1 80.4 -69.87 -12.21 1.74 107.229 70.9288
9090 b 0 4.18 37.319 -0.702 0.014 37.5589 37.3256 b 0 4.18 18.381 -1.998 0.186 18.9568 18.4893
9091 W+ 1 80.4 -6.525 -0.262 45.948 92.8333 6.53026 W- 1 80.4 -36.975 -25.938 8.752 92.632 45.1656
9092 b 0 4.18 0.96 -21.296 -7.104 22.8556 21.3176 b 0 4.18 3.04 -27.104 -15.096 31.452 27.274
9093 b 0 4.18 32.412 -12.544 4.2 35.2562 34.7547 b 0 4.18 55.188 -32.256 7.8 64.5328 63.9231
9094 b 0 4.18 8.584 10.188 -1.936 14.0961 13.3222 b 0 4.18 3.016 46.412 -22.264 51.7332 46.5099
9095 b 0 4.18 -7.668 19.206 -39.298 44.6035 20.6802 b 0 4.18 -34.932 38.994 -40.902 66.5674 52.3524
9096 W+ 1 80.4 12.75 1.23 15.436 82.8644 12.8092 W- 1 80.4 12.25 6.97 29.964 86.952 14.0941
9097 b 0 4.18 -31.5 -5.599 -7.896 33.2177 31.9937 b 0 4.18 -10.5 -45.301 -48.504 67.3242 46.5019
9098 W+ 1 80.4 1.148 -42.25 -3.052 90.8837 42.2656 W- 1 80.4 2.952 -22.75 -40.548 92.9224 22.9407
9099 b 0 4.18 -80.652 2.385 1.557 80.8105 80.6873 b 0 4.18 -5.148 77.115 50.343 92.3316 77.2866
9100 b 0 4.18 -42 3.504 4.536 42.5949 42.1459 b 0 4.18 -45.5 18.396 8.064 49.9116 49.0781
9101 W+ 1 80.4 -31.2 -0 0 86.2415 31.2 W- 1 80.4 0 -25.1 7.7 84.5781 25.1
9102 b 0 4.18 -12 -0 -0 12.7072 12 b 0 4.18 0 -93.7 -52.1 107.292 93.7
9103 b 0 4.18 -0.81 -39.237 -5.868 39.9012 39.2454 b 0 4.18 -80.19 -5.863 -43.032 91.2909 80.4041
9104 tau+ 0 1.77 -68.628 6.948 0.336 69.0023 68.9788 tau- 0 1.77 -21.672 50.952 2.464 55.4526 55.3695
9105 tau+ 0 1.77 5.6 -21.56 -21.166 30.7787 22.2754 tau- 0 1.77 8.4 -76.44 -34.534 84.317 76.9002
9106 b 0 4.18 82.808 -1.834 4.585 83.0604 82.8283 b 0 4.18 11.292 -24.366 87.115 91.2563 26.8554
9107 W+ 1 80.4 2.337 12.771 -37.152 89.5153 12.9831 W- 1 80.4 9.963 25.929 -40.248 94.1044 27.7772
9108 b 0 4.18 -43.29 -12.96 -0.149 45.3815 45.1883 b 0 4.18 -52.91 -11.04 -14.751 56.182 54.0495
9109 b 0 4.18 80.114 -2.236 9.548 80.8201 80.1452 b 0 4.18 17.586 -53.664 58.652 81.5268 56.472
9110 W+ 1 80.4 -29.016 -7.443 22.308 88.6518 29.9554 W- 1 80.4 -45.384 -75.257 20.592 120.878 87.8824
9111 b 0 4.18 -1.708 7.201 15.16 17.3802 7.40079 b 0 4.18 -1.092 30.699 60.64 68.1051 30.7184
9112 b 0 4.18 -57.3 1.672 -8.441 58.0931 57.3244 b 0 4.18 -19.1 81.928 -28.259 88.8428 84.125
9113 b 0 4.18 31.356 18.336 8.676 37.5786 36.3237 b 0 4.18 15.444 58.064 87.724 106.409 60.0828
9114 b 0 4.18 -11.978 -11.067 1.616 16.9126 16.308 b 0 4.18 -10.622 -24.633 8.484 28.444 26.8256
9115 b 0 4.18 -9.384 -0.44 -53.361 54.3426 9.39431 b 0 4.18 -68.816 -3.56 -15.939 70.8508 68.908
9116 W+ 1 80.4 0.52 -1.003 12.435 81.3638 1.12978 W- 1 80.4 1.48 -0.697 70.465 106.921 1.63591
9117 b 0 4.18 -7.616 -1.683 -39.186 40.1728 7.79974 b 0 4.18 -19.584 -17.017 -23.014 34.9318 25.9444
9118 b 0 4.18 -29.145 8.94 6.721 31.496 30.4853 b 0 4.18 -14.355 35.76 44.979 59.3753 38.5337
9119 Z 1 91.2 0.378 -10.26 0.534 91.7776 10.267 Z 1 91.2 18.522 -0.54 17.266 94.6515 18.5299
9120 b 0 4.18 -40.825 -4.374 -11.73 42.9055 41.0586 b 0 4.18 -16.675 -68.526 -39.27 80.8299 70.5257
9121 b 0 4.18 -12.58 2.568 18.392 22.8164 12.8394 b 0 4.18 -4.42 61.632 65.208 89.9311 61.7903
9122 b 0 4.18 3.232 3.507 17.402 18.5215 4.76916 b 0 4.18 16.968 46.593 5.198 50.0331 49.5865
9123 W+ 1 80.4 9.576 -13.02 -24.637 85.6292 16.1623 W- 1 80.4 58.824 -73.78 -10.063 124.375 94.3597
9124 tau+ 0 1.77 33.12 -11.596 19.256 40.0665 35.0913 tau- 0 1.77 40.48 -33.004 47.144 70.3817 52.2292
9125 b 0 4.18 -11.22 15.525 12.72 23.3706 19.155 b 0 4.18 -9.18 46.575 50.88 69.7119 47.4711
9126 b 0 4.18 -24.941 24.656 4.505 35.6053 35.071 b 0 4.18 -25.959 28.944 85.595 94.1042 38.8796
9127 b 0 4.18 7.719 12 -0.12 14.8684 14.2683 b 0 4.18 1.581 63 -11.88 64.2659 63.0198
9128 b 0 4.18 18.438 15.047 -2.622 24.3047 23.7986 b 0 4.18 69.362 21.653 -4.278 72.9089 72.6632
9129 b 0 4.18 49.78 0.207 -0.15 49.9558 49.7804 b 0 4.18 15.72 0.693 -14.85 22.0362 15.7353
9130 b 0 4.18 -19.845 10.176 -12.74 26.0222 22.3019 b 0 4.18 -11.655 32.224 -85.26 91.9835 34.267
9131 W+ 1 80.4 -2.613 24.462 -25.092 87.7439 24.6012 W- 1 80.4 -4.087 66.138 -48.708 115.011 66.2642
9132 b 0 4.18 -24.36 -28.101 -1.305 37.4466 37.1897 b 0 4.18 -19.14 -68.799 -7.395 71.9152 71.4118
9133 W+ 1 80.4 -13.608 -3.618 -9.324 82.1545 14.0808 W- 1 80.4 -61.992 -3.082 -23.976 104.362 62.0686
9134 W+ 1 80.4 76.539 1.416 -0.208 111.015 76.5521 W- 1 80.4 5.761 45.784 -4.992 92.8356 46.145
9135 b 0 4.18 24.111 8.3 -11.616 28.3308 25.4996 b 0 4.18 18.189 74.7 -23.584 80.5271 76.8826
9136 b 0 4.18 -23.268 52.863 4.84 58.1102 57.7572 b 0 4.18 -59.832 26.037 91.96 112.836 65.2518
9137 W+ 1 80.4 85.23 7.136 0.58 117.386 85.5282 W- 1 80.4 9.47 82.064 28.42 118.727 82.6086
9138 W+ 1 80.4 -29.768 30.789 3.786 91.1734 42.8264 W- 1 80.4 -19.032 62.511 59.314 119.382 65.344
9139 b 0 4.18 -14.213 3.679 7.072 16.8235 14.6814 b 0 4.18 -9.087 24.621 20.128 33.3373 26.2444
9140 Z 1 91.2 8.148 -21.984 -19.248 96.1125 23.4454 Z 1 91.2 20.952 -69.616 -20.852 118.48 72.7006
9141 b 0 4.18 -21.964 -36.138 16.688 45.6545 42.2892 b 0 4.18 -42.636 -58.962 42.912 84.5769 72.7623
9142 b 0 4.18 90.501 0.264 0.168 90.598 90.5014 b 0 4.18 2.799 12.936 16.632 21.6626 13.2354
9143 tau+ 0 1.77 -64.792 1.463 0.572 64.8352 64.8085 tau- 0 1.77 -8.008 19.437 13.728 25.1697 21.022
9144 b 0 4.18 -71.82 2.028 -15.22 73.5619 71.8486 b 0 4.18 -22.68 48.672 -60.88 81.2846 53.6968
9145 W+ 1 80.4 -53.277 -1.876 9.045 96.8913 53.31 W- 1 80.4 -37.023 -11.524 24.455 92.5511 38.7751
9146 b 0 4.18 -19.383 42.336 -1.056 46.7614 46.5622 b 0 4.18 -30.317 44.064 -7.744 54.2052 53.486
9147 b 0 4.18 71.874 -0.177 0 71.9957 71.8742 b 0 4.18 0.725998 -17.523 58.1 60.8331 17.538
9148 b 0 4.18 -70.784 0.207 5.832 71.147 70.7843 b 0 4.18 -18.816 2.093 42.768 46.9574 18.9321
9149 b 0 4.18 -6.69 17.368 24.222 30.8315 18.6119 b 0 4.18 -37.91 16.032 49.178 64.2662 41.1606
9150 b 0 4.18 -11.46 29.169 -11.8 33.7472 31.3395 b 0 4.18 -84.04 17.131 -35.4 92.8807 85.7682
9151 b 0 4.18 -7.29 10.614 47.806 49.6859 12.8764 b 0 4.18 -33.21 25.986 42.394 59.9408 42.1684
9152 b 0 4.18 -29.756 41.17 6.776 51.4176 50.7975 b 0 4.18 -39.444 48.33 54.824 83.155 62.3828
9153 W+ 1 80.4 -38.318 11.07 3.501 89.8178 39.885 W- 1 80.4 -44.982 13.53 35.399 99.6177 46.9728
9154 b 0 4.18 -19.136 11.571 -16.15 27.8993 22.3623 b 0 4.18 -22.464 28.329 -48.45 60.5973 36.1547
9155 b 0 4.18 73.5 -1.16 -0.845 73.6328 73.5092 b 0 4.18 24.5 -4.64 -16.055 29.9502 24.9355
9156 b 0 4.18 8.5 34.832 0.6 36.1019 35.8541 b 0 4.18 16.5 27.368 5.4 32.6786 31.9571
9157 b 0 4.18 -29.484 -9.438 2.38 31.3292 30.9577 b 0 4.18 -5.616 -76.362 45.22 89.0226 76.5682
9158 b 0 4.18 -0.153 -7.546 -10.976 13.961 7.54755 b 0 4.18 -1.547 -2.254 -67.424 67.6087 2.73381
9159 W+ 1 80.4 25.152 7.38 -3.927 84.6562 26.2124 W- 1 80.4 14.148 41.82 -14.773 92.9058 44.1484
9160 b 0 4.18 4.203 -35.784 -6.96 36.9334 36.03 b 0 4.18 42.497 -14.616 -27.84 53.0298 44.9402
9161 W+ 1 80.4 -20.672 4.665 5.1 83.3022 21.1918 W- 1 80.4 -9.728 26.435 24.9 88.7559 28.1681
9162 W+ 1 80.4 23.426 1.632 40.192 92.9032 23.4828 W- 1 80.4 45.474 79.968 22.608 124.25 91.9933
9163 W+ 1 80.4 74.48 1.538 0.798 109.61 74.4959 W- 1 80.4 3.92 75.362 25.802 113.246 75.4639
9164 b 0 4.18 16.146 -15.22 -25.83 34.3075 22.1888 b 0 4.18 25.254 -60.88 -37.17 75.784 65.9101
9165 Z 1 91.2 -42.66 -2.529 14.134 101.703 42.7349 Z 1 91.2 -28.44 -81.771 24.066 128.031 86.5756
9166 b 0 4.18 -0.464 56.43 -4.446 56.7609 56.4319 b 0 4.18 -2.436 29.07 -20.254 35.7589 29.1719
9167 W+ 1 80.4 -62.3 -5.976 -21.864 104.207 62.586 W- 1 80.4 -26.7 -93.624 -69.236 144 97.3568
9168 b 0 4.18 -32.273 11.59 -1.068 34.5614 34.291 b 0 4.18 -22.427 18.91 -34.532 45.5026 29.3353
9169 b 0 4.18 -39.26 2.592 -11.028 41.075 39.3455 b 0 4.18 -36.24 4.608 -80.872 88.8388 36.5318
9170 tau+ 0 1.77 43.172 -2.832 -0.72 43.307 43.2648 tau- 0 1.77 7.028 -67.968 -6.48 68.6598 68.3304
9171 W+ 1 80.4 2.43 -1.332 -11.296 81.2369 2.77112 W- 1 80.4 0.57 -43.068 -59.304 108.795 43.0718
9172 b 0 4.18 -19.503 12.198 -1.68 23.4404 23.0034 b 0 4.18 -39.597 52.002 -1.82 65.5203 65.3615
9173 b 0 4.18 4.35 -20.35 54.648 58.6253 20.8097 b 0 4.18 68.15 -61.05 24.552 94.8251 91.496
9174 Z 1 91.2 -56.808 -10.934 -0.756 108.003 57.8507 Z 1 91.2 -22.092 -38.766 -11.844 102.218 44.619
9175 b 0 4.18 3.906 6.175 3.211 9.00946 7.30667 b 0 4.18 2.394 26.325 13.689 30.0599 26.4336
9176 b 0 4.18 -17.44 15.088 2.648 23.5857 23.0608 b 0 4.18 -4.36 79.212 63.552 101.734 79.3319
9177 b 0 4.18 -24.44 -1.536 -9.291 26.523 24.4882 b 0 4.18 -36.66 -49.664 -7.009 62.2661 61.729
9178 b 0 4.18 73.167 0.128 1.188 73.296 73.1671 b 0 4.18 10.933 6.272 9.612 16.393 12.6043
9179 b 0 4.18 18.705 50.847 5.208 54.5884 54.1784 b 0 4.18 24.795 48.853 81.592 98.3673 54.7851
9180 W+ 1 80.4 44.5 21.15 0.32 94.2965 49.2704 W- 1 80.4 44.5 49.35 1.28 104.314 66.4505
9181 W+ 1 80.4 -50.935 -2.535 20.952 97.4882 50.998 W- 1 80.4 -32.565 -14.365 66.348 110.15 35.5926
9182 b 0 4.18 41.382 -3.861 -6.624 42.2933 41.5617 b 0 4.18 31.218 -31.239 -14.076 46.5408 44.1638
9183 Z 1 91.2 69.554 -4.818 6.028 114.955 69.7207 Z 1 91.2 14.246 -75.482 48.772 128.828 76.8146
9184 b 0 4.18 -27.971 15.504 0.684 32.2597 31.9805 b 0 4.18 -5.729 81.396 67.716 106.118 81.5974
9185 b 0 4.18 -35.7 -0.128 -9.255 37.1165 35.7002 b 0 4.18 -6.8 -12.672 -52.445 54.5415 14.3812
9186 b 0 4.18 69.84 -1.8 6.776 70.3154 69.8632 b 0 4.18 17.46 -18.2 54.824 60.4916 25.2209
9187 W+ 1 80.4 -71.175 -3.234 -1.722 107.441 71.2484 W- 1 80.4 -23.725 -26.166 -10.578 88.4511 35.3205
9188 b 0 4.18 7.48 27.608 43.01 51.8217 28.6034 b 0 4.18 60.52 53.592 35.19 88.2643 80.8379
9189 b 0 4.18 2.67 -78.75 -0 78.906 78.7952 b 0 4.18 24.03 -8.75 -36.3 44.6001 25.5735
9190 b 0 4.18 29.43 4.095 -9.891 31.5943 29.7135 b 0 4.18 68.67 54.405 -5.809 87.9016 87.6098
9191 b 0 4.18 0.298 26.39 58.338 64.1663 26.3917 b 0 4.18 14.602 49.01 34.262 61.6973 51.139
9192 b 0 4.18 0.345 21.696 -51.3 55.8569 21.6987 b 0 4.18 34.155 68.704 -17.1 78.719 76.7255
9193 Z 1 91.2 -10.92 3.432 -54.778 107 11.4466 Z 1 91.2 -73.08 9.768 -35.022 122.393 73.7299
9194 b 0 4.18 -32.287 15.664 0.689 36.1353 35.8861 b 0 4.18 -6.613 82.236 68.211 107.129 82.5015
9195 b 0 4.18 46.332 8.61 -1.82 47.3452 47.1252 b 0 4.18 10.868 52.89 -34.58 64.2551 53.9951
9196 W+ 1 80.4 42.018 3.741 -17.496 92.465 42.1842 W- 1 80.4 47.382 9.159 -55.404 108.916 48.2591
9197 b 0 4.18 28.38 5.319 -15.5 33.0369 28.8741 b 0 4.18 14.62 53.781 -46.5 72.7039 55.7328
9198 b 0 4.18 -70.372 -1.938 -8.148 70.9918 70.3987 b 0 4.18 -26.028 -30.362 -30.652 50.5601 39.9913
9199 W+ 1 80.4 -34.056 41.14 13.12 97.4095 53.407 W- 1 80.4 -60.544 52.36 52.48 125.002 80.0446
